word,Pos_x,wordCount_x,percent_of_total,Pos_y,wordavg,wordCount_y
jacketsweater,NOUN,1,0.2,NOUN,0.2,1
temperature,NOUN,1,0.2,NOUN,0.26666666666666666,2
type,NOUN,1,0.2,NOUN,0.11405228758169934,3
anxiety,NOUN,1,0.2,NOUN,0.2,1
heart,NOUN,1,0.2,NOUN,0.1414141414141414,4
monitor,NOUN,1,0.2,NOUN,0.225,2
rate,NOUN,1,0.2,NOUN,0.1414141414141414,4
relief,NOUN,1,0.2,NOUN,0.2,1
app,NOUN,2,0.13333333333333333,NOUN,0.1449074074074074,7
check,NOUN,1,0.06666666666666667,NOUN,0.06666666666666667,1
exercise,NOUN,1,0.06666666666666667,NOUN,0.06666666666666667,1
heart,NOUN,2,0.13333333333333333,NOUN,0.1414141414141414,4
high,ADJ,1,0.06666666666666667,ADJ,0.06666666666666667,1
interface,NOUN,1,0.06666666666666667,NOUN,0.10703286749482402,8
level,NOUN,1,0.06666666666666667,NOUN,0.12783056542455037,8
rate,NOUN,2,0.13333333333333333,NOUN,0.1414141414141414,4
routine,ADJ,1,0.06666666666666667,ADJ,0.06666666666666667,1
set,ADJ,1,0.06666666666666667,ADJ,0.06666666666666667,1
vital,NOUN,1,0.06666666666666667,NOUN,0.06666666666666667,1
wearable,ADJ,1,0.06666666666666667,NOUN,0.15432098765432098,9
day,NOUN,1,0.125,NOUN,0.1275477340694732,10
interface,NOUN,1,0.125,NOUN,0.10703286749482402,8
locket,NOUN,1,0.125,NOUN,0.125,1
photo,NOUN,2,0.25,NOUN,0.25,2
user,NOUN,2,0.25,NOUN,0.13707900244400323,28
wearable,ADJ,1,0.125,NOUN,0.15432098765432098,9
app,NOUN,1,0.1111111111111111,NOUN,0.1449074074074074,7
convenient,ADJ,1,0.1111111111111111,ADJ,0.1111111111111111,1
easy,ADJ,1,0.1111111111111111,ADJ,0.1111111111111111,1
habit,NOUN,1,0.1111111111111111,NOUN,0.1111111111111111,2
interface,NOUN,1,0.1111111111111111,NOUN,0.10703286749482402,8
mood,NOUN,1,0.1111111111111111,NOUN,0.09722222222222221,2
reminder,NOUN,1,0.1111111111111111,NOUN,0.10347222222222222,4
tracking,NOUN,1,0.1111111111111111,NOUN,0.1111111111111111,1
wearable,ADJ,1,0.1111111111111111,NOUN,0.15432098765432098,9
form,NOUN,1,0.125,NOUN,0.125,1
input,NOUN,1,0.125,NOUN,0.125,1
multiple,ADJ,1,0.125,ADJ,0.1125,2
response,NOUN,1,0.125,NOUN,0.125,1
sensor,NOUN,1,0.125,NOUN,0.1788961038961039,5
toy,NOUN,1,0.125,NOUN,0.125,1
visible,ADJ,1,0.125,ADJ,0.125,2
weight,NOUN,1,0.125,NOUN,0.125,1
app,NOUN,1,0.08333333333333333,NOUN,0.1449074074074074,7
art,NOUN,1,0.08333333333333333,NOUN,0.08333333333333333,1
board,NOUN,1,0.08333333333333333,NOUN,0.08333333333333333,1
contact,NOUN,1,0.08333333333333333,NOUN,0.08333333333333333,1
entry,NOUN,1,0.08333333333333333,NOUN,0.08333333333333333,1
interactive,ADJ,1,0.08333333333333333,ADJ,0.12368326118326119,6
journal,NOUN,1,0.08333333333333333,NOUN,0.08333333333333333,1
mood,NOUN,1,0.08333333333333333,NOUN,0.09722222222222221,2
parent,NOUN,1,0.08333333333333333,NOUN,0.08333333333333333,1
people,NOUN,1,0.08333333333333333,NOUN,0.13786435786435786,21
therapist,NOUN,1,0.08333333333333333,NOUN,0.08333333333333333,1
therapy,NOUN,1,0.08333333333333333,NOUN,0.09722222222222221,2
alert,NOUN,1,0.125,NOUN,0.11805555555555555,2
nonverbal,ADJ,2,0.25,ADJ,0.25,2
notification,NOUN,1,0.125,NOUN,0.13194444444444445,4
people,NOUN,1,0.125,NOUN,0.13786435786435786,21
user,NOUN,1,0.125,NOUN,0.13707900244400323,28
visible,ADJ,1,0.125,ADJ,0.125,2
wearable,ADJ,1,0.125,NOUN,0.15432098765432098,9
bracelet,NOUN,1,0.1111111111111111,NOUN,0.23215488215488214,7
call,NOUN,1,0.1111111111111111,NOUN,0.14814814814814814,3
day,NOUN,1,0.1111111111111111,NOUN,0.1275477340694732,10
feeling,NOUN,1,0.1111111111111111,NOUN,0.06837606837606837,2
random,ADJ,1,0.1111111111111111,ADJ,0.09126984126984126,2
time,NOUN,1,0.1111111111111111,NOUN,0.18273809523809523,8
togetherness,NOUN,1,0.1111111111111111,NOUN,0.1111111111111111,1
user,NOUN,1,0.1111111111111111,NOUN,0.13707900244400323,28
videoaudio,ADJ,1,0.1111111111111111,ADJ,0.1111111111111111,1
bottle,NOUN,1,0.14285714285714285,NOUN,0.17142857142857143,2
certain,ADJ,1,0.14285714285714285,ADJ,0.12142857142857143,2
day,NOUN,1,0.14285714285714285,NOUN,0.1275477340694732,10
point,NOUN,1,0.14285714285714285,NOUN,0.15476190476190477,2
user,NOUN,1,0.14285714285714285,NOUN,0.13707900244400323,28
water,NOUN,2,0.2857142857142857,NOUN,0.19894179894179895,4
jacketvest,NOUN,1,0.2,NOUN,0.2,1
massage,NOUN,1,0.2,NOUN,0.16972624798711755,7
sensation,NOUN,1,0.2,NOUN,0.2,1
vibrate,NOUN,1,0.2,NOUN,0.2375,4
wearable,ADJ,1,0.2,NOUN,0.15432098765432098,9
bracelet,NOUN,1,0.25,NOUN,0.23215488215488214,7
day,NOUN,1,0.25,NOUN,0.1275477340694732,10
emotion,NOUN,1,0.25,NOUN,0.25,1
one,NOUN,1,0.25,NOUN,0.1375,2
device,NOUN,1,0.3333333333333333,NOUN,0.18681245337423827,23
heartbeat,NOUN,1,0.3333333333333333,NOUN,0.1691919191919192,3
scent,NOUN,1,0.3333333333333333,NOUN,0.25555555555555554,3
bus,NOUN,1,0.14285714285714285,NOUN,0.17142857142857143,2
capacity,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
interactive,ADJ,1,0.14285714285714285,ADJ,0.12368326118326119,6
occupant,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
real,ADJ,1,0.14285714285714285,ADJ,0.14285714285714285,1
screen,NOUN,1,0.14285714285714285,NOUN,0.23628117913832197,8
time,NOUN,1,0.14285714285714285,NOUN,0.18273809523809523,8
nausea,NOUN,1,0.3333333333333333,NOUN,0.22373737373737373,5
scent,NOUN,1,0.3333333333333333,NOUN,0.25555555555555554,3
spray,NOUN,1,0.3333333333333333,NOUN,0.3333333333333333,1
chair,NOUN,1,0.3333333333333333,NOUN,0.3333333333333333,1
stabilization,NOUN,1,0.3333333333333333,NOUN,0.3333333333333333,1
table,NOUN,1,0.3333333333333333,NOUN,0.25297619047619047,5
assistant,NOUN,1,0.25,NOUN,0.25,1
collaborative,ADJ,1,0.25,ADJ,0.14444444444444446,3
communication,NOUN,1,0.25,NOUN,0.25,1
voice,NOUN,1,0.25,NOUN,0.25,1
bathroom,NOUN,1,1.0,NOUN,1.0,1
arvr,NOUN,1,0.3333333333333333,NOUN,0.3333333333333333,1
nausea,NOUN,1,0.3333333333333333,NOUN,0.22373737373737373,5
workspace,NOUN,1,0.3333333333333333,NOUN,0.3333333333333333,1
haptic,NOUN,1,0.25,NOUN,0.17045454545454547,2
nausea,NOUN,1,0.25,NOUN,0.22373737373737373,5
reduction,NOUN,1,0.25,NOUN,0.25,1
wearable,ADJ,1,0.25,NOUN,0.15432098765432098,9
advice,NOUN,1,0.09090909090909091,NOUN,0.09090909090909091,1
augmented,ADJ,1,0.09090909090909091,ADJ,0.09090909090909091,1
glass,NOUN,1,0.09090909090909091,NOUN,0.3352272727272727,4
motion,NOUN,1,0.09090909090909091,NOUN,0.17845117845117844,3
nausea,NOUN,1,0.09090909090909091,NOUN,0.22373737373737373,5
pair,NOUN,1,0.09090909090909091,NOUN,0.09090909090909091,1
reality,NOUN,1,0.09090909090909091,NOUN,0.09090909090909091,1
realtime,ADJ,1,0.09090909090909091,ADJ,0.09090909090909091,1
sickness,NOUN,1,0.09090909090909091,NOUN,0.17845117845117844,3
sign,NOUN,1,0.09090909090909091,NOUN,0.09090909090909091,1
symptom,NOUN,1,0.09090909090909091,NOUN,0.09090909090909091,1
heart,NOUN,1,0.09090909090909091,NOUN,0.1414141414141414,4
necklace,NOUN,1,0.09090909090909091,NOUN,0.15067340067340065,3
other,ADJ,1,0.09090909090909091,NOUN,0.11631016042780748,6
pendant,NOUN,2,0.18181818181818182,NOUN,0.18181818181818182,2
people,NOUN,1,0.09090909090909091,NOUN,0.13786435786435786,21
pulse,NOUN,1,0.09090909090909091,NOUN,0.15252525252525254,3
rate,NOUN,1,0.09090909090909091,NOUN,0.1414141414141414,4
sync,NOUN,1,0.09090909090909091,NOUN,0.08712121212121213,2
technology,NOUN,1,0.09090909090909091,NOUN,0.1272727272727273,3
wireless,ADJ,1,0.09090909090909091,ADJ,0.1691919191919192,3
bracelet,NOUN,2,0.18181818181818182,NOUN,0.23215488215488214,7
haptic,ADJ,1,0.09090909090909091,NOUN,0.17045454545454547,2
heartbeat,NOUN,1,0.09090909090909091,NOUN,0.1691919191919192,3
other,NOUN,2,0.18181818181818182,NOUN,0.11631016042780748,6
people,NOUN,1,0.09090909090909091,NOUN,0.13786435786435786,21
person,NOUN,1,0.09090909090909091,NOUN,0.10606060606060605,5
sensor,NOUN,1,0.09090909090909091,NOUN,0.1788961038961039,5
technology,NOUN,1,0.09090909090909091,NOUN,0.1272727272727273,3
vibration,NOUN,1,0.09090909090909091,NOUN,0.09090909090909091,1
device,NOUN,3,0.25,NOUN,0.18681245337423827,23
heartbeat,NOUN,1,0.08333333333333333,NOUN,0.1691919191919192,3
other,ADJ,1,0.08333333333333333,NOUN,0.11631016042780748,6
people,NOUN,1,0.08333333333333333,NOUN,0.13786435786435786,21
person,NOUN,2,0.16666666666666666,NOUN,0.10606060606060605,5
sound,ADJ,1,0.08333333333333333,NOUN,0.16305645065043559,8
speaker,NOUN,1,0.08333333333333333,NOUN,0.20833333333333331,2
sync,NOUN,1,0.08333333333333333,NOUN,0.08712121212121213,2
wave,NOUN,1,0.08333333333333333,NOUN,0.125,2
body,NOUN,1,0.1111111111111111,NOUN,0.1111111111111111,1
combination,NOUN,1,0.1111111111111111,NOUN,0.1111111111111111,1
light,NOUN,1,0.1111111111111111,NOUN,0.13343334297281664,19
motion,NOUN,1,0.1111111111111111,NOUN,0.17845117845117844,3
nausea,NOUN,1,0.1111111111111111,NOUN,0.22373737373737373,5
necklace,NOUN,1,0.1111111111111111,NOUN,0.15067340067340065,3
sickness,NOUN,1,0.1111111111111111,NOUN,0.17845117845117844,3
sound,NOUN,1,0.1111111111111111,NOUN,0.16305645065043559,8
vapor,NOUN,1,0.1111111111111111,NOUN,0.1111111111111111,1
bracelet,NOUN,1,0.1,NOUN,0.23215488215488214,7
certain,ADJ,1,0.1,ADJ,0.12142857142857143,2
conductance,NOUN,1,0.1,NOUN,0.1,1
level,NOUN,2,0.2,NOUN,0.12783056542455037,8
scent,NOUN,1,0.1,NOUN,0.25555555555555554,3
skin,NOUN,1,0.1,NOUN,0.1,1
stress,NOUN,2,0.2,NOUN,0.26666666666666666,3
threshold,NOUN,1,0.1,NOUN,0.1,1
direction,NOUN,1,0.25,NOUN,0.25,1
map,NOUN,1,0.25,NOUN,0.25,1
necklace,NOUN,1,0.25,NOUN,0.15067340067340065,3
vibrate,NOUN,1,0.25,NOUN,0.2375,4
bracelet,NOUN,1,0.5,NOUN,0.23215488215488214,7
time,NOUN,1,0.5,NOUN,0.18273809523809523,8
child,NOUN,1,0.16666666666666666,NOUN,0.16666666666666666,1
own,ADJ,1,0.16666666666666666,ADJ,0.16666666666666666,1
pet,NOUN,1,0.16666666666666666,NOUN,0.16666666666666666,1
pomodoro,ADJ,1,0.16666666666666666,ADJ,0.16666666666666666,1
system,NOUN,1,0.16666666666666666,NOUN,0.16666666666666666,1
tamogatchilike,ADJ,1,0.16666666666666666,ADJ,0.16666666666666666,1
buttonsmotion,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
dining,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
hall,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
many,ADJ,1,0.14285714285714285,ADJ,0.14285714285714285,2
sensor,NOUN,1,0.14285714285714285,NOUN,0.1788961038961039,5
table,NOUN,2,0.2857142857142857,NOUN,0.25297619047619047,5
bag,NOUN,1,0.125,NOUN,0.15595238095238095,3
block,NOUN,1,0.125,NOUN,0.125,1
leisure,NOUN,1,0.125,NOUN,0.125,1
space,NOUN,2,0.25,NOUN,0.21093073593073594,8
website,NOUN,2,0.25,NOUN,0.25,2
work,NOUN,1,0.125,NOUN,0.12161696328362995,9
face,NOUN,1,0.16666666666666666,NOUN,0.16666666666666666,1
guard,NOUN,1,0.16666666666666666,NOUN,0.16666666666666666,1
jaw,NOUN,1,0.16666666666666666,NOUN,0.16666666666666666,1
mask,NOUN,1,0.16666666666666666,NOUN,0.5833333333333334,2
people,NOUN,1,0.16666666666666666,NOUN,0.13786435786435786,21
vibrate,NOUN,1,0.16666666666666666,NOUN,0.2375,4
alert,NOUN,1,0.1111111111111111,NOUN,0.11805555555555555,2
belonging,NOUN,1,0.1111111111111111,NOUN,0.1111111111111111,1
bustrain,ADJ,1,0.1111111111111111,ADJ,0.1111111111111111,1
datum,NOUN,1,0.1111111111111111,NOUN,0.1111111111111111,1
min,NOUN,1,0.1111111111111111,NOUN,0.1111111111111111,2
route,NOUN,1,0.1111111111111111,NOUN,0.09722222222222221,2
stop,NOUN,1,0.1111111111111111,NOUN,0.1111111111111111,1
wearable,ADJ,1,0.1111111111111111,NOUN,0.15432098765432098,9
wearer,NOUN,1,0.1111111111111111,NOUN,0.1111111111111111,1
earpieceearbud,NOUN,1,0.3333333333333333,NOUN,0.3333333333333333,1
motion,NOUN,1,0.3333333333333333,NOUN,0.17845117845117844,3
sickness,NOUN,1,0.3333333333333333,NOUN,0.17845117845117844,3
charger,NOUN,1,0.25,NOUN,0.25,1
phonelaptop,NOUN,1,0.25,NOUN,0.25,1
use,NOUN,1,0.25,NOUN,0.375,2
wireless,ADJ,1,0.25,ADJ,0.1691919191919192,3
bagjacket,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
dnd,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
phone,NOUN,2,0.2857142857142857,NOUN,0.18783068783068782,4
pocket,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
uniterrupted,ADJ,1,0.14285714285714285,ADJ,0.14285714285714285,1
work,NOUN,1,0.14285714285714285,NOUN,0.12161696328362995,9
brightness,NOUN,1,0.1,NOUN,0.1,1
color,NOUN,1,0.1,NOUN,0.07564946018893387,5
disruption,NOUN,1,0.1,NOUN,0.12142857142857143,2
eyestrain,NOUN,1,0.1,NOUN,0.1,1
laptop,NOUN,1,0.1,NOUN,0.23750000000000002,5
level,NOUN,1,0.1,NOUN,0.12783056542455037,8
light,ADJ,1,0.1,NOUN,0.13343334297281664,19
screen,NOUN,1,0.1,NOUN,0.23628117913832197,8
setting,NOUN,1,0.1,NOUN,0.07631578947368421,3
space,NOUN,1,0.1,NOUN,0.21093073593073594,8
loss,NOUN,1,0.5,NOUN,0.5,1
sensor,NOUN,1,0.5,NOUN,0.1788961038961039,5
bracelet,NOUN,1,0.25,NOUN,0.23215488215488214,7
light,NOUN,1,0.25,NOUN,0.13343334297281664,19
strength,NOUN,1,0.25,NOUN,0.25,1
wifi,NOUN,1,0.25,NOUN,0.2833333333333334,4
desk,NOUN,1,0.2,NOUN,0.23555555555555557,5
measure,NOUN,1,0.2,NOUN,0.2,2
physical,ADJ,1,0.2,ADJ,0.2,1
time,NOUN,1,0.2,NOUN,0.18273809523809523,8
track,NOUN,1,0.2,NOUN,0.17916666666666667,6
bag,NOUN,1,0.2,NOUN,0.15595238095238095,3
laptop,NOUN,1,0.2,NOUN,0.23750000000000002,5
signal,NOUN,1,0.2,NOUN,0.15000000000000002,2
smart,ADJ,1,0.2,ADJ,0.14603174603174604,4
wifi,NOUN,1,0.2,NOUN,0.2833333333333334,4
alone,ADJ,1,0.14285714285714285,ADJ,0.14285714285714285,1
focus,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
headphone,NOUN,1,0.14285714285714285,NOUN,0.2253968253968254,3
level,NOUN,1,0.14285714285714285,NOUN,0.12783056542455037,8
light,NOUN,1,0.14285714285714285,NOUN,0.13343334297281664,19
noise,NOUN,1,0.14285714285714285,NOUN,0.10086755349913243,5
red,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
bag,NOUN,1,0.14285714285714285,NOUN,0.15595238095238095,3
balance,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
hour,NOUN,1,0.14285714285714285,NOUN,0.12698412698412698,3
life,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
many,ADJ,1,0.14285714285714285,ADJ,0.14285714285714285,2
open,ADJ,1,0.14285714285714285,ADJ,0.14285714285714285,1
work,NOUN,1,0.14285714285714285,NOUN,0.12161696328362995,9
disruption,NOUN,1,0.14285714285714285,NOUN,0.12142857142857143,2
lap,NOUN,1,0.14285714285714285,NOUN,0.12698412698412698,2
pad,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
shakey,ADJ,1,0.14285714285714285,ADJ,0.14285714285714285,1
stabilizer,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
table,NOUN,1,0.14285714285714285,NOUN,0.25297619047619047,5
tray,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
pillow,NOUN,1,0.5,NOUN,0.26785714285714285,7
travel,NOUN,1,0.5,NOUN,0.2916666666666667,2
display,NOUN,1,0.25,NOUN,0.08279280216351155,5
laptop,NOUN,1,0.25,NOUN,0.23750000000000002,5
monitor,NOUN,1,0.25,NOUN,0.225,2
portable,ADJ,1,0.25,ADJ,0.18471177944862155,7
stay,NOUN,1,0.3333333333333333,NOUN,0.3333333333333333,1
sure,ADJ,1,0.3333333333333333,ADJ,0.3333333333333333,1
user,NOUN,1,0.3333333333333333,NOUN,0.13707900244400323,28
mask,NOUN,1,1.0,NOUN,0.5833333333333334,2
app,NOUN,1,0.125,NOUN,0.1449074074074074,7
device,NOUN,1,0.125,NOUN,0.18681245337423827,23
mobile,ADJ,1,0.125,ADJ,0.11203703703703705,3
notification,NOUN,1,0.125,NOUN,0.13194444444444445,4
software,NOUN,1,0.125,NOUN,0.125,1
solution,NOUN,1,0.125,NOUN,0.125,1
unnecessary,ADJ,1,0.125,ADJ,0.125,1
user,NOUN,1,0.125,NOUN,0.13707900244400323,28
ambient,ADJ,1,0.1,ADJ,0.1,1
amount,NOUN,1,0.1,NOUN,0.1,2
commute,NOUN,1,0.1,NOUN,0.1,1
device,NOUN,1,0.1,NOUN,0.18681245337423827,23
environment,NOUN,1,0.1,NOUN,0.07724358974358975,4
focused,ADJ,1,0.1,ADJ,0.1,1
light,NOUN,1,0.1,NOUN,0.13343334297281664,19
relaxed,ADJ,1,0.1,ADJ,0.1,1
smartphone,NOUN,1,0.1,NOUN,0.053571428571428575,3
user,NOUN,1,0.1,NOUN,0.13707900244400323,28
